Probe	Gene	Fold_Change	t_test_p	t_test_adjp	snr_p	snr_adjp	limma_p	limma_adjp	anova_p	anova_adjp	signif_parametric	wilcoxon_p	wilcoxon_adjp
ILMN_2614966	RAB27A	1.103217796	0.0002995	0.01489206	0.0002995	0.01335371	8.05E-08	0.0000329	2.31E-08	0.0000187	1	1.2393E-06	0.00090134
ILMN_1245393	STXBP3	1.103174614	0.00397039	0.064249	0.00227139	0.0429166	0.0011527	0.03421849	0.00190089	0.045691414	0	0.00553098	0.10148188
ILMN_1239726	SNAI3	1.103168493	0.0006399	0.0211535	0.0006399	0.01941092	0.0000322	0.00289276	0.00011372	0.007705253	1	0.000665544	0.03206944
ILMN_1223028	D230020C06RIK	1.103101789	0.0006399	0.0211535	0.0006399	0.01941092	0.00028646	0.01388928	0.00034886	0.016068328	1	0.000873828	0.03714525
ILMN_2854878	NECAP1	1.10302603	0.0002995	0.01489206	0.0002995	0.01335371	0.00000877	0.00114799	0.0000229	0.002603706	1	8.19763E-05	0.00930671
ILMN_1242802	RAB6	1.103017062	0.00094262	0.02607154	0.0006399	0.01941092	0.00061393	0.02295322	0.00031887	0.015112162	1	0.001856078	0.05577459
ILMN_2535779	LOC383706	1.102993315	0.0006399	0.0211535	0.00094262	0.02430167	0.00056898	0.02197867	0.00070261	0.025381142	1	0.001104095	0.04229821
ILMN_1228235	CTSE	1.102982206	0.00094262	0.02607154	0.00094262	0.02430167	0.00029079	0.01407	0.00018402	0.010707081	1	0.00057968	0.02968357
ILMN_3163163	A430078G23RIK	1.102898707	0.0006399	0.0211535	0.0006399	0.01941092	0.00013728	0.00835294	0.00013654	0.008839388	1	0.00022037	0.01646479
ILMN_2732190	PBRM1	1.102890972	0.00605844	0.08369461	0.00397039	0.06196763	0.00114065	0.03401276	0.00113476	0.033772175	0	0.013719454	0.16025079
ILMN_1246770	YBX3	1.102889488	0.00349473	0.05908105	0.00301234	0.05155233	0.00358474	0.06731425	0.00316517	0.062746493	0	0.005858095	0.10440833
ILMN_1250135	A930005H10RIK	1.102857125	0.0006399	0.0211535	0.0006399	0.01941092	0.0000434	0.00359485	0.0000827	0.006091257	1	0.000329201	0.02128238
ILMN_3114641	PIK3R1	1.102785193	0.0002995	0.01489206	0.0002995	0.01335371	0.00000126	0.00026389	0.00000119	0.00029799	1	1.47177E-05	0.00353126
ILMN_2677056	LOC100048622	1.102768087	0.0020184	0.04200694	0.0020184	0.03953445	0.00246416	0.05479494	0.00260119	0.055447887	0	0.003774648	0.08295494
ILMN_1243042	LOC381214	1.102758352	0.0002995	0.01489206	0.0002995	0.01335371	0.00000214	0.0004015	0.0000184	0.002263583	1	4.33673E-05	0.0065968
ILMN_2917338	RNF125	1.102623511	0.00373333	0.06184411	0.0032539	0.05432415	0.00210043	0.0498312	0.00339438	0.065464235	0	0.00270263	0.06885567
ILMN_2433964	GIGYF1	1.102596985	0.00176049	0.0385938	0.00149689	0.03284241	0.00047117	0.01946027	0.00035965	0.0162751	1	0.00057968	0.02968357
ILMN_2566477	C730026O12RIK	1.102585731	0.00854165	0.10305721	0.01076004	0.11338366	0.00953803	0.11842272	0.01173891	0.130774947	0	0.012346572	0.15195555
ILMN_2704823	ACAA2	1.102584401	0.00176049	0.0385938	0.00122569	0.02881591	0.00099103	0.03127428	0.00059447	0.022718354	1	0.001104095	0.04229821
ILMN_1249863	SLAMF1	1.102358687	0.00149689	0.03478153	0.00094262	0.02430167	0.00053162	0.02111665	0.00018539	0.010773166	1	0.001686537	0.05325863
ILMN_2617820	PPP3CC	1.10232076	0.0002995	0.01489206	0.0002995	0.01335371	5.55E-07	0.00014264	7.19E-07	0.000216047	1	1.47177E-05	0.00353126
ILMN_1238109	PP11R	1.102299387	0.0002995	0.01489206	0.0002995	0.01335371	0.00010362	0.00682223	0.0000106	0.001483462	1	3.68613E-05	0.00599924
ILMN_1257463	BCL11A	1.102238843	0.00094262	0.02607154	0.00094262	0.02430167	0.00064732	0.02378135	0.00029644	0.014423405	1	0.001531347	0.05016159
ILMN_2634157	ZFP654	1.102206279	0.0002995	0.01489206	0.0002995	0.01335371	0.00000507	0.00076441	0.0000188	0.002298746	1	3.12891E-05	0.00543437
ILMN_1238869	LOC278666	1.102138175	0.00467484	0.07150478	0.00276802	0.04845153	0.0006377	0.02359297	0.00121677	0.035196389	0	0.00305523	0.07341857
ILMN_1215910	FOXN2	1.102070233	0.0002995	0.01489206	0.0002995	0.01335371	0.00074588	0.02612373	0.00053798	0.021230722	1	0.000438006	0.02507734
ILMN_2621086	FLI1	1.102009965	0.00122569	0.03054155	0.00149689	0.03284241	0.00147107	0.03946627	0.00070355	0.025381142	1	0.000873828	0.03714525
ILMN_2699531	RGS10	1.101989172	0.00227139	0.04545806	0.00149689	0.03284241	0.00051989	0.02080755	0.00041221	0.017749337	1	0.001068077	0.04167292
ILMN_2603187	MECP2	1.101917508	0.0002995	0.01489206	0.0002995	0.01335371	0.00000123	0.00026043	0.00000145	0.000347545	1	5.39498E-06	0.00202516
ILMN_2982781	KCNK5	1.101765886	0.0006399	0.0211535	0.0006399	0.01941092	0.0000223	0.00222523	0.0000282	0.002959627	1	0.000151664	0.01324485
ILMN_1244845	NARF	1.101738476	0.00094262	0.02607154	0.00094262	0.02430167	0.0000508	0.00397491	0.00015962	0.00973796	1	0.000453754	0.02560106
ILMN_2680398	ZC3H12D	1.10146721	0.0002995	0.01489206	0.0002995	0.01335371	0.000001	0.00021909	9.52E-07	0.000257701	1	7.03927E-06	0.00230764
ILMN_2605031	E330018D03RIK	1.101463118	0.0056004	0.08017457	0.00831809	0.09800443	0.00453712	0.07707642	0.01264569	0.136133148	0	0.010802479	0.14220108
ILMN_2617477	8030476J24	1.101261776	0.00122569	0.03054155	0.00122569	0.02881591	0.00015789	0.00910673	0.00017366	0.010310561	1	0.00010758	0.01083883
ILMN_2901284	ADD3	1.101189602	0.0002995	0.01489206	0.0002995	0.01335371	0.0000471	0.00380085	0.0000359	0.003445285	1	4.70154E-05	0.00688184
ILMN_2506499	UBE3A	1.101180473	0.00252097	0.04839275	0.00252097	0.04602629	0.00053169	0.02111665	0.00192593	0.046019516	1	0.004924874	0.09535694
ILMN_2605960	RAB19	1.101133403	0.0020184	0.04200694	0.00149689	0.03284241	0.00042802	0.01837561	0.00058953	0.022608846	1	0.001141234	0.04287409
ILMN_2562725	C730013O11RIK	1.101075632	0.00094262	0.02607154	0.00094262	0.02430167	0.00087707	0.02868922	0.00102151	0.031783537	1	0.000504223	0.02732257
ILMN_2567626	PUM1	1.101065176	0.00628646	0.08573635	0.0056004	0.0767776	0.00642098	0.09434264	0.0045757	0.077674245	0	0.012677869	0.1539569
ILMN_2954868	OASL2	1.101052773	0.00227139	0.04545806	0.00301234	0.05155233	0.00495144	0.08123106	0.00212755	0.048753581	0	0.0010331	0.04099743
ILMN_1233894	DTNB	1.100978861	0.0002995	0.01489206	0.0002995	0.01335371	0.00039474	0.01735374	0.00100272	0.0313667	1	0.00057968	0.02968357
ILMN_1229245	INPP4B	1.100970899	0.00227139	0.04545806	0.00176049	0.03635757	0.0004464	0.01884113	0.00062485	0.023550381	1	0.000873828	0.03714525
ILMN_1256639	CD247	1.100911079	0.0006399	0.0211535	0.0002995	0.01335371	0.0000315	0.0028568	0.0000379	0.003587283	1	0.000353739	0.02219068
ILMN_2631192	VPS26B	1.100779486	0.00467484	0.07150478	0.00227139	0.0429166	0.00243729	0.05437251	0.00115122	0.03404972	0	0.006029251	0.10646569
ILMN_2038768	control_ILMN_20387681.1007468	0.10926429	0.40116694	0.10721317	0.39734945	0.11759807	0.4332967	0.11009287	0.413665062	0	0.246250128	0.60756362
ILMN_2668977	1500032D16RIK	1.100684878	0.0002995	0.01489206	0.0002995	0.01335371	0.00000386	0.00063236	0.00000566	0.00097714	1	1.1877E-05	0.00314139
ILMN_1248211	SIDT1	1.100585537	0.00301234	0.05440113	0.0020184	0.03953445	0.00115892	0.03427199	0.00160715	0.041193921	0	0.002873882	0.07130914
ILMN_2534151	IRGB10	1.100553681	0.00537037	0.07818332	0.00628646	0.0826602	0.03005319	0.22151796	0.00905543	0.112610992	0	0.007994557	0.1216087
ILMN_1224211	EPB4.1L2	1.100521767	0.0051392	0.07619761	0.00696781	0.08825299	0.00796439	0.10708222	0.01547157	0.152284836	0	0.023367993	0.21022612
ILMN_2771182	H2-Q8	1.100477595	0.00252097	0.04839275	0.00176049	0.03635757	0.00048225	0.01977742	0.00025467	0.01309856	1	0.003246828	0.07602117
ILMN_2890357	2610027C15RIK	1.10037148	0.0006399	0.0211535	0.0006399	0.01941092	0.00044866	0.01889928	0.00040132	0.017418469	1	0.000559888	0.02915112
ILMN_2705732	INADL	1.100280563	0.00094262	0.02607154	0.00122569	0.02881591	0.00026059	0.01305657	0.00022306	0.012129499	1	0.000559888	0.02915112
ILMN_2422023	C330006D17RIK	1.10024538	0.00397039	0.064249	0.0051392	0.07282894	0.00529378	0.08485181	0.00649293	0.093577166	0	0.007351981	0.11667667
ILMN_1239398	LOC100046817	1.100205887	0.02094553	0.16993323	0.02372203	0.17961616	0.01005217	0.12237853	0.02557207	0.198492675	0	0.044021446	0.28499962
ILMN_1256245	RLF	1.100181996	0.00537037	0.07818332	0.00786961	0.09521779	0.00363532	0.06760424	0.00863224	0.109699863	0	0.005373592	0.10008988
ILMN_1243846	NRF1	1.100170193	0.00122569	0.03054155	0.00149689	0.03284241	0.00073562	0.02597776	0.00238171	0.052317743	0	0.001633268	0.05224999
ILMN_1242769	AKAP8L	1.100071536	0.00349473	0.05908105	0.00349473	0.0566205	0.00184551	0.04588832	0.0029622	0.060255548	0	0.002387591	0.06387081
ILMN_2993109	DDIT4	1.100038813	0.0002995	0.01489206	0.0002995	0.01335371	0.00000961	0.00121195	0.000042	0.003865058	1	0.000146035	0.01292295
ILMN_1245987	HNRNPK	1.100037736	0.01965954	0.16292455	0.0283949	0.19737141	0.02738494	0.21092553	0.04211374	0.257862175	0	0.051397104	0.30742496
ILMN_2715198	GOLGA2	-1.100056844	0.00719408	0.09294718	0.0076447	0.09407685	0.01094039	0.12840196	0.00946169	0.115200974	0	0.008929411	0.12924045
ILMN_2711045	SIRT5	-1.100175511	0.0006399	0.0211535	0.00094262	0.02430167	0.00048467	0.01985889	0.00026924	0.013583836	1	0.000264806	0.01861919
ILMN_2734856	A930009M04RIK	-1.10024481	0.0002995	0.01489206	0.0002995	0.01335371	0.00000347	0.00058692	0.00000793	0.001243596	1	1.97985E-05	0.00420804
ILMN_1253854	TGIF1	-1.100335725	0.01098073	0.11810945	0.00898742	0.10212898	0.00427564	0.07428823	0.00643797	0.093170157	0	0.017311316	0.18018556
ILMN_2769945	BC014795	-1.10036431	0.00094262	0.02607154	0.00094262	0.02430167	0.0000879	0.00605816	0.00020323	0.011438788	1	0.000522178	0.02800209
ILMN_2954195	SCYL1	-1.100565484	0.00809366	0.10014632	0.00651414	0.08446632	0.00354956	0.06694553	0.00616438	0.090932677	0	0.009177877	0.1304834
ILMN_2988572	EZH2	-1.100604827	0.00628646	0.08573635	0.00605844	0.08075955	0.00163133	0.0423263	0.00517364	0.083183907	0	0.011706901	0.14779526
ILMN_2728118	RRP12	-1.100673522	0.0002995	0.01489206	0.0002995	0.01335371	0.0000058	0.00084519	0.00000976	0.001398167	1	2.34093E-05	0.00450296
ILMN_1235470	HNRNPC	-1.100796556	0.0002995	0.01489206	0.0002995	0.01335371	2.8E-08	0.0000148	1.42E-07	0.0000709	1	4.50906E-06	0.00180983
ILMN_2774410	STFA1	-1.100797564	0.0336756	0.21913659	0.03956153	0.23673264	0.03507069	0.2404769	0.03975572	0.250087018	0	0.058515334	0.32634954
ILMN_2856095	ZC3H12A	-1.101004577	0.00149689	0.03478153	0.00094262	0.02430167	0.00016088	0.00919959	0.00033043	0.015473218	1	0.001259689	0.04555924
ILMN_2985447	CMTM7	-1.101081672	0.00094262	0.02607154	0.00094262	0.02430167	0.00036007	0.01627185	0.00030875	0.014785413	1	0.000438006	0.02507734
ILMN_2870487	CPNE2	-1.101235208	0.00301234	0.05440113	0.00176049	0.03635757	0.00015688	0.0090601	0.00033839	0.015735209	0	0.002173782	0.0607706
ILMN_2736762	IFRD2	-1.101280587	0.00943231	0.10825947	0.00898742	0.10212898	0.00427352	0.07427913	0.00677904	0.095608851	0	0.021171123	0.19968637
ILMN_2620061	TBCB	-1.101312875	0.0002995	0.01489206	0.0002995	0.01335371	0.0000296	0.00274031	0.0000316	0.003180587	1	9.5799E-05	0.01018072
ILMN_1252016	ABHD2	-1.101327755	0.00176049	0.0385938	0.0006399	0.01941092	0.0000452	0.003705	0.00013411	0.00874694	1	0.000453754	0.02560106
ILMN_2683802	NUDT9	-1.101534614	0.0002995	0.01489206	0.0002995	0.01335371	0.00000633	0.00091523	0.0000127	0.001692242	1	7.57938E-05	0.00879794
ILMN_2758087	CCNT1	-1.101561438	0.00349473	0.05908105	0.0032539	0.05432415	0.00117117	0.034443	0.00137359	0.03783222	0	0.003663228	0.08166297
ILMN_1222246	ADFP	-1.101682242	0.00943231	0.10825947	0.00854165	0.09937884	0.00289096	0.0601428	0.00520412	0.083438223	0	0.013017012	0.15603988
ILMN_1250149	DNMT3L	-1.101692032	0.00094262	0.02607154	0.0002995	0.01335371	0.0000385	0.00328743	0.000081	0.006004936	1	0.000135361	0.01242731
ILMN_2855423	UBE3B	-1.101823534	0.00467484	0.07150478	0.00444101	0.06659434	0.00097578	0.0310015	0.00261887	0.055581773	0	0.011096803	0.14428014
ILMN_3093150	NPM3	-1.101881244	0.01076004	0.11696153	0.01207886	0.12146481	0.00748853	0.10343287	0.01078041	0.12447925	0	0.018679697	0.18694557
ILMN_2887208	RAB1B	-1.1018898	0.00741953	0.09487807	0.00467484	0.06877491	0.00211426	0.04998366	0.00162135	0.041443788	0	0.005220076	0.09861156
ILMN_1246622	9130204C11RIK	-1.102206651	0.00094262	0.02607154	0.0006399	0.01941092	0.0000832	0.0058247	0.0000636	0.005055758	1	0.000246108	0.01770572
ILMN_1237507	DLST	-1.102242835	0.0002995	0.01489206	0.0002995	0.01335371	0.0000239	0.0023395	0.0000261	0.002837023	1	4.70154E-05	0.00688184
ILMN_2615739	GM459	-1.102378757	0.01750895	0.15321051	0.0211598	0.1686674	0.01902429	0.17493554	0.02815215	0.207735874	0	0.018679697	0.18694557
ILMN_2605767	REPIN1	-1.102407679	0.0002995	0.01489206	0.0002995	0.01335371	0.00047865	0.01968165	0.0000565	0.004637506	1	0.000120719	0.01149104
ILMN_2675033	SLC9A7	-1.102560823	0.0002995	0.01489206	0.0002995	0.01335371	0.0000189	0.00194817	0.0000376	0.003576126	1	9.5799E-05	0.01018072
ILMN_2531520	GM962	-1.10277933	0.0006399	0.0211535	0.0006399	0.01941092	0.0000441	0.00363684	0.0000899	0.006457872	1	0.000393771	0.02371136
ILMN_2952587	INTS5	-1.102916647	0.01469649	0.13944707	0.01273594	0.12533842	0.00646817	0.09479661	0.00750925	0.101343301	0	0.008450429	0.12538799
ILMN_3162081	WDR6	-1.103000504	0.00149689	0.03478153	0.0020184	0.03953445	0.00047402	0.01954308	0.00088629	0.029245777	1	0.000934606	0.03863507
ILMN_2823778	SC4MOL	-1.103118657	0.00094262	0.02607154	0.0002995	0.01335371	0.00060963	0.02290284	0.00035368	0.016129651	1	0.000176289	0.01444673
ILMN_2637804	4933407P14RIK	-1.103123645	0.02775949	0.19711952	0.02881875	0.19934791	0.03335811	0.23451441	0.02708149	0.204795156	0	0.03192796	0.24475474
ILMN_2944939	CAMK1	-1.103291951	0.0002995	0.01489206	0.0002995	0.01335371	0.0000298	0.00274909	0.0000185	0.002263791	1	3.12891E-05	0.00543437
ILMN_2966386	RCL1	-1.10330649	0.0006399	0.0211535	0.0006399	0.01941092	0.00000151	0.00030356	0.00000531	0.000929895	1	8.86216E-05	0.00982291
ILMN_2721208	MSTO1	-1.103313852	0.0076447	0.09672601	0.0051392	0.07282894	0.00087596	0.02868922	0.00154119	0.04014427	0	0.005531174	0.10148188
ILMN_1243107	CENTD3	-1.103383796	0.0006399	0.0211535	0.0006399	0.01941092	0.0000139	0.00158406	0.0000239	0.002688276	1	0.000204639	0.01592867
ILMN_2491232	USP36	-1.103389463	0.0020184	0.04200694	0.00149689	0.03284241	0.00016003	0.00916202	0.00017844	0.010486465	1	0.003055109	0.07341857
ILMN_1259100	PILRB1	-1.103436708	0.00490758	0.07399298	0.00301234	0.05155233	0.00088463	0.0288961	0.0019523	0.046411523	0	0.002173782	0.0607706
ILMN_1225747	ZNFN1A3	-1.103489414	0.0002995	0.01489206	0.0002995	0.01335371	0.0000072	0.00099242	0.0000278	0.002931426	1	0.000453754	0.02560106
ILMN_2721149	ARL11	-1.103567882	0.0032539	0.05678214	0.00349473	0.0566205	0.00078155	0.02696727	0.00091667	0.029754618	0	0.002620495	0.06768933
ILMN_1244424	ADORA2B	-1.103675196	0.00420612	0.06669083	0.00252097	0.04602629	0.00070446	0.02533145	0.00066071	0.024405921	0	0.00388914	0.08408165
ILMN_1228832	NGP	-1.103786521	0.01295435	0.12973001	0.01076004	0.11338366	0.00414593	0.07330247	0.00400122	0.071825953	0	0.011398229	0.14607747
ILMN_1260456	HSD3B7	-1.103805679	0.0002995	0.01489206	0.0002995	0.01335371	8.64E-07	0.00019904	0.00000221	0.000472255	1	2.15311E-05	0.0043202
ILMN_1227235	TIMM10	-1.103984846	0.00122569	0.03054155	0.00122569	0.02881591	0.0003537	0.01612517	0.0005671	0.0219992	1	0.000763113	0.03482416
ILMN_2871749	EAR6	-1.10402136	0.0032539	0.05678214	0.00490758	0.07073729	0.00962513	0.11918617	0.00641492	0.093049294	0	0.005220076	0.09861156
ILMN_2911344	PLSCR1	-1.104115255	0.0002995	0.01489206	0.0002995	0.01335371	0.00055175	0.02156346	0.00011527	0.007776142	1	0.000329201	0.02128238
ILMN_2698494	NFU1	-1.104319371	0.00122569	0.03054155	0.00122569	0.02881591	0.00101187	0.03167407	0.00130944	0.036673066	1	0.001301631	0.04617913
ILMN_2603898	CLEC4B1	-1.104355951	0.00149689	0.03478153	0.0006399	0.01941092	0.00047724	0.01964113	0.00013919	0.008973291	1	0.00042277	0.02466001
ILMN_2749448	PLEKHO2	-1.104536512	0.00149689	0.03478153	0.00149689	0.03284241	0.0000583	0.00441806	0.00017802	0.010475755	1	0.000600091	0.03046224
ILMN_2631014	PIAS3	-1.104655312	0.0002995	0.01489206	0.0002995	0.01335371	0.00000858	0.00113395	0.0000309	0.003134864	1	3.39668E-05	0.00570777
ILMN_2595863	CHST10	-1.10468852	0.0002995	0.01489206	0.0002995	0.01335371	0.00011639	0.00743132	0.00030356	0.01463008	1	0.00022037	0.01646479
ILMN_1231439	AATK	-1.104893386	0.00227139	0.04545806	0.00149689	0.03284241	0.0000541	0.00416529	0.00025931	0.013278569	1	0.003449313	0.07881943
ILMN_2923607	PHLDA3	-1.105141716	0.0006399	0.0211535	0.0002995	0.01335371	0.0000359	0.00314503	0.0000324	0.003223303	1	5.09531E-05	0.00725295
ILMN_2544343	STAB1	-1.105676499	0.0002995	0.01489206	0.0002995	0.01335371	0.00000574	0.00084519	0.0000233	0.002627969	1	0.000176289	0.01444673
ILMN_1238102	IDE	-1.105690099	0.04959771	0.27047142	0.05750633	0.289534	0.03780343	0.24938156	0.06636787	0.321827801	0	0.059776798	0.32882056
ILMN_2834198	SCN1B	-1.106256844	0.0002995	0.01489206	0.0006399	0.01941092	0.00023767	0.01217572	0.00044649	0.018790822	1	0.000453754	0.02560106
ILMN_1236702	LILRB4	-1.10637923	0.01076004	0.11696153	0.00898742	0.10212898	0.00224068	0.05176032	0.00387533	0.070435395	0	0.017311316	0.18018556
ILMN_2979639	H2-DMB2	-1.106407472	0.00227139	0.04545806	0.0020184	0.03953445	0.00172654	0.04391533	0.00099673	0.031258932	1	0.00270263	0.06885567
ILMN_1256817	SLPI	-1.106517473	0.04395927	0.25213143	0.03008794	0.20371558	0.01322187	0.14325168	0.01654123	0.157798872	0	0.038432634	0.26812964
ILMN_2590350	UBE2F	-1.106602174	0.00094262	0.02607154	0.00094262	0.02430167	0.00030653	0.0145343	0.000065	0.005110515	1	0.000157497	0.01350097
ILMN_1240318	SLC7A7	-1.106705276	0.0002995	0.01489206	0.0002995	0.01335371	0.00037337	0.01669711	0.0005249	0.020878705	1	0.000470028	0.02607676
ILMN_1215893	ALG3	-1.106724214	0.0002995	0.01489206	0.0002995	0.01335371	0.00000791	0.00106049	0.00000859	0.001299233	1	0.000212368	0.01604723
ILMN_2780915	PRMT7	-1.106850835	0.00149689	0.03478153	0.00122569	0.02881591	0.00043663	0.01861404	0.0006752	0.024769672	1	0.002387492	0.06387081
ILMN_2746830	BC022224	-1.106855817	0.00397039	0.064249	0.0020184	0.03953445	0.00012205	0.00760514	0.000874	0.02899696	0	0.005858907	0.10440833
ILMN_3120014	SRI	-1.106861448	0.00876432	0.1043511	0.01053919	0.11232356	0.01267052	0.13982328	0.01322195	0.139651023	0	0.029744406	0.23776625
ILMN_2959292	UPP1	-1.107047972	0.0067415	0.08943186	0.00831809	0.09800443	0.00616669	0.09223153	0.00737179	0.100219589	0	0.008450429	0.12538799
ILMN_2633457	1110057K04RIK	-1.107066336	0.0006399	0.0211535	0.0006399	0.01941092	0.0002621	0.01311825	0.00018047	0.010552902	1	0.000688785	0.03268184
ILMN_2646209	CDK10	-1.107106695	0.01164003	0.12184595	0.00965407	0.10652405	0.00837294	0.10993164	0.00597071	0.089478328	0	0.004644853	0.0931111
ILMN_2680440	ATP6V1B2	-1.107126066	0.00122569	0.03054155	0.00094262	0.02430167	0.0000173	0.00183184	0.00015479	0.009492492	1	0.00057965	0.02968357
ILMN_2691706	SAC3D1	-1.107157088	0.00227139	0.04545806	0.0020184	0.03953445	0.00059451	0.02265805	0.00187868	0.045262385	1	0.001531347	0.05016159
ILMN_1241909	ATL3	-1.107229662	0.00176049	0.0385938	0.0002995	0.01335371	0.0001247	0.00774952	0.0002357	0.012495554	1	0.001301631	0.04617913
ILMN_2686975	FAM129B	-1.107251043	0.00094262	0.02607154	0.0006399	0.01941092	0.00010016	0.00665043	0.0000642	0.005083088	1	0.000621233	0.03109305
ILMN_2900557	KIF15	-1.107418991	0.0056004	0.08017457	0.00252097	0.04602629	0.00050815	0.02053213	0.00073746	0.02616347	0	0.002314175	0.06295874
ILMN_2745954	1110007L15RIK	-1.107513874	0.0006399	0.0211535	0.0002995	0.01335371	0.00025743	0.01295401	0.00026747	0.013561762	1	0.000284828	0.01943975
ILMN_1226372	RFFL	-1.107562515	0.00094262	0.02607154	0.0006399	0.01941092	0.0000159	0.00174469	0.000055	0.004568149	1	0.000379979	0.02324165
ILMN_3084818	NR2C2AP	-1.107652217	0.00227139	0.04545806	0.00122569	0.02881591	0.00042107	0.01819815	0.00097889	0.030933174	1	0.001797898	0.05487657
ILMN_1248733	PA2G4	-1.107667438	0.00176049	0.0385938	0.00252097	0.04602629	0.00225915	0.05195492	0.0039532	0.071295686	0	0.002787111	0.07008733
ILMN_2630605	FSCN1	-1.107768152	0.00809366	0.10014632	0.00605844	0.08075955	0.0018293	0.04560708	0.00255619	0.054799056	0	0.007351981	0.11667667
ILMN_3003631	PPAP2C	-1.10780952	0.00276802	0.05133777	0.00276802	0.04845153	0.00099443	0.03132914	0.00125441	0.035750241	0	0.000934606	0.03863507
ILMN_2598775	STARD3NL	-1.107943892	0.00176049	0.0385938	0.00149689	0.03284241	0.0000601	0.00452448	0.00015332	0.009469751	1	0.000737547	0.0342621
ILMN_2588995	RAB8B	-1.108140051	0.00467484	0.07150478	0.0020184	0.03953445	0.00061097	0.02292456	0.00068182	0.024911182	0	0.00099904	0.0402366
ILMN_2936468	5730596K20RIK	-1.108252625	0.0002995	0.01489206	0.0002995	0.01335371	8.48E-07	0.00019639	0.00000286	0.000576709	1	3.26018E-05	0.00557911
ILMN_2699522	DYRK3	-1.108291839	0.0002995	0.01489206	0.0002995	0.01335371	0.0000346	0.00306253	0.0000326	0.003233591	1	2.65234E-05	0.00480383
ILMN_2611431	PPP3CA	-1.108544093	0.01901516	0.15981086	0.02308219	0.177055	0.0308581	0.22442614	0.03082622	0.218815938	0	0.043046488	0.28193118
ILMN_2908056	TMBIM1	-1.108696543	0.0002995	0.01489206	0.0002995	0.01335371	0.00035559	0.01617837	0.00070271	0.025381142	1	0.000844832	0.03651291
ILMN_2744909	GMPPB	-1.108708169	0.0006399	0.0211535	0.0006399	0.01941092	0.00218189	0.05098423	0.00160119	0.041131766	0	0.001218998	0.0445025
ILMN_2925281	ABCD3	-1.108715146	0.0002995	0.01489206	0.0002995	0.01335371	1.43E-07	0.0000497	1.83E-07	0.0000833	1	1.89069E-06	0.00111411
ILMN_2988931	STFA1	-1.108889714	0.01426212	0.13687557	0.01621381	0.14443088	0.0128175	0.14064502	0.01425719	0.145852642	0	0.022800994	0.20757243
ILMN_2819679	TMEM50A	-1.108893575	0.01664564	0.14895372	0.01858605	0.1562833	0.01881688	0.17402897	0.01897851	0.169539906	0	0.032684998	0.24738569
ILMN_2698430	BCL2L1	-1.109012645	0.00094262	0.02607154	0.00094262	0.02430167	0.00084298	0.02806722	0.00013557	0.008801061	1	0.000621233	0.03109305
ILMN_3137980	ZFP41	-1.109014707	0.0002995	0.01489206	0.0002995	0.01335371	0.0000051	0.00076551	0.00000777	0.001225434	1	3.25994E-05	0.00557911
ILMN_2914507	NDUFB6	-1.109148444	0.00628646	0.08573635	0.00628646	0.0826602	0.00323475	0.06374761	0.00475793	0.079602307	0	0.007994557	0.1216087
ILMN_1243329	DAB2	-1.109426935	0.01186014	0.12340942	0.00809366	0.09652695	0.0024452	0.05450994	0.00311624	0.062120568	0	0.029045675	0.23488344
ILMN_2640453	WDR55	-1.109433931	0.0006399	0.0211535	0.0006399	0.01941092	0.0000894	0.00612683	0.00012054	0.008038629	1	0.000237231	0.01736224
ILMN_2867696	CDC42BPB	-1.110032665	0.0002995	0.01489206	0.0002995	0.01335371	0.0000456	0.00372478	0.0001107	0.007522402	1	0.000379979	0.02324165
ILMN_2795412	TMEM176A	-1.110201644	0.0006399	0.0211535	0.0006399	0.01941092	0.0000316	0.00285855	0.0000256	0.002802168	1	8.86334E-05	0.00982291
ILMN_2727273	SWAP70	-1.110366306	0.0002995	0.01489206	0.0002995	0.01335371	0.00000132	0.00027167	0.0000026	0.000530708	1	2.44059E-05	0.00463717
ILMN_2620767	ABHD2	-1.110517436	0.0002995	0.01489206	0.0002995	0.01335371	0.00000256	0.00046493	0.00000565	0.00097714	1	4.33673E-05	0.0065968
ILMN_1221920	PLEKHG3	-1.110664539	0.0002995	0.01489206	0.0002995	0.01335371	0.0000203	0.00208152	0.0000086	0.001299233	1	1.74444E-05	0.00390377
ILMN_2764607	1810009N02RIK	-1.110668063	0.0002995	0.01489206	0.0002995	0.01335371	0.00000473	0.0007333	0.0000076	0.001211113	1	4.89467E-05	0.00705363
ILMN_2842767	NACC1	-1.110682075	0.0006399	0.0211535	0.0006399	0.01941092	0.00023804	0.01217572	0.00022635	0.012236289	1	0.00042277	0.02466001
ILMN_2755399	PPP2R4	-1.110682315	0.00276802	0.05133777	0.00227139	0.0429166	0.0021293	0.05017441	0.00148083	0.039320129	0	0.001531347	0.05016159
ILMN_1256354	GCLM	-1.110765414	0.00149689	0.03478153	0.00094262	0.02430167	0.0000865	0.00599563	0.0000573	0.004664893	1	7.57938E-05	0.00879794
ILMN_2981689	NUP133	-1.11080026	0.0002995	0.01489206	0.0002995	0.01335371	0.000013	0.00149316	0.00000117	0.000296995	1	7.35697E-06	0.00232956
ILMN_2915303	TREM3	-1.110935528	0.00094262	0.02607154	0.00122569	0.02881591	0.0001306	0.00798826	0.00024248	0.012705581	1	0.000228655	0.01684049
